Hora;Codigo;Estado Proceso;Motivo Proceso;Estado Superficie;Motivo Superficie;Area Manzana2016;Area Manzana2017;Estado Viviendas;Motivo Viviendas;CUT;CODIGO DISTRITO;CODIGO LOCALIDAD O ZONA;CODIGO ENTIDAD;Ruta PDF;Intersecta PE;Intersecta CRF;Intersecta AV;Homologacion;Formato / Orientacion;Escala;Codigo barra
09:48:56;13110211002029;Genera PDF;Croquis generado;Rechazada;Diferencia en superficie supera 40 porciento;141968.92232739192;1627.728651564404;Correcto;Se cumple con el rango de viviendas de la manzana;13110;21;002;029;D:\CROQUIS\MUESTRAS_PDF\ENE\METROPOLITANA\LA_FLORIDA\LA_FLORIDA\MZ_13110_2102029_Oficio_Vertical_ENE_16.pdf;No;No;Si;Homologada No Idéntica;Oficio / Vertical;2500;*MZ-13110-2102029-ENE-16*
