2102200019,5401200001,5702200001,14204200049,14101200004,14108200053,14108200033,14104200011,14202200022,14201200059

14204200028,14202200008,13601202018,13402200008,13403200011,13202201002,12301200015,12401200060,12401200066,12401200062,12401200050,


12401200022,11301200007,11202200006,11202200001,10209200002,10208200028
